scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
A,fake_session_id,userspace_tamper_session,tamper_session,ok,ALLOW,,4.294,1,1,1
A,expired_session,userspace_tamper_session,tamper_session,ok,ALLOW,,1.607,1,1,1
A,session_token_theft,userspace_tamper_session,tamper_session,error,,agent_id is bound to a different peer identity,1.485,0,1,0
A,fake_session_id,userspace_tamper_session,tamper_session,ok,ALLOW,,3.381,1,1,1
A,expired_session,userspace_tamper_session,tamper_session,ok,ALLOW,,3.733,1,1,1
A,session_token_theft,userspace_tamper_session,tamper_session,error,,agent_id is bound to a different peer identity,0.816,0,1,0
A,fake_session_id,userspace_tamper_session,tamper_session,ok,ALLOW,,2.202,1,1,1
A,expired_session,userspace_tamper_session,tamper_session,ok,ALLOW,,4.553,1,1,1
A,session_token_theft,userspace_tamper_session,tamper_session,error,,agent_id is bound to a different peer identity,4.845,0,1,0
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,23.007,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,1.354,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,2.305,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.133,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,5.017,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.936,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.629,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.142,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.089,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,4.131,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,6.25,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,1.579,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,24.488,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,36.204,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,10.9,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,41.191,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,16.574,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,7.951,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,31.936,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,22.258,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.561,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,54.767,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,7.122,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,67.404,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,12.267,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,10.502,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.295,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,18.153,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,14.898,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.047,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,6.807,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,11.608,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,18.325,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,83.937,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,75.491,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,39.56,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,6.76,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,78.829,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,62.6,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,22.94,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,2.491,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,47.069,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.933,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,11.244,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.545,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,5.979,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.437,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,5.54,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.757,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.604,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.768,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,31.516,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.937,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,7.232,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.244,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,18.025,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,8.885,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.265,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,6.413,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.414,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.482,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.503,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.793,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.232,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.463,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.36,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.182,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.089,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.371,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.153,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.183,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.723,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,5.439,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,6.842,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.224,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.197,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,4.867,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.694,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.816,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.233,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,3.504,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,3.898,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.387,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,9.609,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.683,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,4.587,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.745,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.718,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.441,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,5.577,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,14.482,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,8.653,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.638,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.598,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.515,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.453,1,1,1
E1,direct_safe_tool,direct,,ok,,,7.222,1,1,1
E1,direct_risky_tool,direct,,ok,,,263.236,1,1,1
E1,forwarder_fake_session,forwarder_only,,error,,session not found or expired,0.359,0,1,0
