iteration,decision,reason,thread_ms
105,DENY,hash_mismatch,0.011
106,DENY,hash_mismatch,0.012
107,DENY,hash_mismatch,0.011
108,DENY,hash_mismatch,0.011
109,DENY,hash_mismatch,0.012
110,DENY,hash_mismatch,0.012
111,DENY,hash_mismatch,0.011
112,DENY,hash_mismatch,0.011
113,DENY,hash_mismatch,0.011
114,DENY,hash_mismatch,0.012
115,DENY,hash_mismatch,0.011
116,DENY,hash_mismatch,0.011
117,DENY,hash_mismatch,0.011
118,DENY,hash_mismatch,0.011
119,DENY,hash_mismatch,0.011
120,DENY,hash_mismatch,0.011
121,DENY,hash_mismatch,0.011
122,DENY,hash_mismatch,0.011
123,DENY,hash_mismatch,0.011
124,DENY,hash_mismatch,0.011
125,DENY,hash_mismatch,0.011
126,DENY,hash_mismatch,0.011
127,DENY,hash_mismatch,0.011
128,DENY,hash_mismatch,0.011
129,DENY,hash_mismatch,0.011
130,DENY,hash_mismatch,0.011
131,DENY,hash_mismatch,0.011
132,DENY,hash_mismatch,0.011
133,DENY,hash_mismatch,0.011
134,DENY,hash_mismatch,0.011
135,DENY,hash_mismatch,0.011
136,DENY,hash_mismatch,0.011
137,DENY,hash_mismatch,0.011
138,DENY,hash_mismatch,0.011
139,DENY,hash_mismatch,0.011
140,DENY,hash_mismatch,0.011
141,DENY,hash_mismatch,0.011
142,DENY,hash_mismatch,0.011
143,DENY,hash_mismatch,0.011
144,DENY,hash_mismatch,0.011
145,DENY,hash_mismatch,0.011
146,DENY,hash_mismatch,0.011
147,DENY,hash_mismatch,0.011
148,DENY,hash_mismatch,0.011
149,DENY,hash_mismatch,0.014
150,DENY,hash_mismatch,0.011
151,DENY,hash_mismatch,0.081
152,DENY,hash_mismatch,0.012
153,DENY,hash_mismatch,0.019
154,DENY,hash_mismatch,0.012
155,DENY,hash_mismatch,0.012
156,DENY,hash_mismatch,0.011
157,DENY,hash_mismatch,0.013
158,DENY,hash_mismatch,0.012
159,DENY,hash_mismatch,0.012
160,DENY,hash_mismatch,0.012
161,DENY,hash_mismatch,0.013
162,DENY,hash_mismatch,0.012
163,DENY,hash_mismatch,0.011
164,DENY,hash_mismatch,0.021
165,DENY,hash_mismatch,0.012
166,DENY,hash_mismatch,0.011
167,DENY,hash_mismatch,0.012
168,DENY,hash_mismatch,0.012
169,DENY,hash_mismatch,0.011
170,DENY,hash_mismatch,0.012
171,DENY,hash_mismatch,0.011
172,DENY,hash_mismatch,0.011
173,DENY,hash_mismatch,0.011
174,DENY,hash_mismatch,0.011
175,DENY,hash_mismatch,0.011
176,DENY,hash_mismatch,0.012
177,DENY,hash_mismatch,0.012
178,DENY,hash_mismatch,0.012
179,DENY,hash_mismatch,0.012
180,DENY,hash_mismatch,0.012
181,DENY,hash_mismatch,0.012
182,DENY,hash_mismatch,0.012
183,DENY,hash_mismatch,0.011
184,DENY,hash_mismatch,0.011
185,DENY,hash_mismatch,0.011
186,DENY,hash_mismatch,0.011
187,DENY,hash_mismatch,0.011
188,DENY,hash_mismatch,0.011
189,DENY,hash_mismatch,0.011
190,DENY,hash_mismatch,0.011
191,DENY,hash_mismatch,0.011
192,DENY,hash_mismatch,0.011
193,DENY,hash_mismatch,0.011
194,DENY,hash_mismatch,0.011
195,DENY,hash_mismatch,0.012
196,DENY,hash_mismatch,0.011
197,DENY,hash_mismatch,0.011
198,DENY,hash_mismatch,0.011
199,DENY,hash_mismatch,0.013
200,DENY,hash_mismatch,0.012
201,DENY,hash_mismatch,0.011
202,DENY,hash_mismatch,0.011
203,DENY,hash_mismatch,0.012
204,DENY,hash_mismatch,0.012
205,DENY,hash_mismatch,0.012
206,DENY,hash_mismatch,0.011
207,DENY,hash_mismatch,0.012
208,DENY,hash_mismatch,0.011
209,DENY,hash_mismatch,0.011
210,DENY,hash_mismatch,0.012
211,DENY,hash_mismatch,0.011
212,DENY,hash_mismatch,0.011
213,DENY,hash_mismatch,0.011
214,DENY,hash_mismatch,0.011
215,DENY,hash_mismatch,0.011
216,DENY,hash_mismatch,0.011
217,DENY,hash_mismatch,0.011
218,DENY,hash_mismatch,0.011
219,DENY,hash_mismatch,0.012
220,DENY,hash_mismatch,0.011
221,DENY,hash_mismatch,0.011
222,DENY,hash_mismatch,0.011
223,DENY,hash_mismatch,0.011
224,DENY,hash_mismatch,0.011
225,DENY,hash_mismatch,0.011
226,DENY,hash_mismatch,0.011
227,DENY,hash_mismatch,0.011
228,DENY,hash_mismatch,0.014
229,DENY,hash_mismatch,0.011
230,DENY,hash_mismatch,0.012
231,DENY,hash_mismatch,0.011
232,DENY,hash_mismatch,0.011
233,DENY,hash_mismatch,0.011
234,DENY,hash_mismatch,0.018
235,DENY,hash_mismatch,0.012
236,DENY,hash_mismatch,0.012
237,DENY,hash_mismatch,0.011
238,DENY,hash_mismatch,0.012
239,DENY,hash_mismatch,0.011
240,DENY,hash_mismatch,0.011
241,DENY,hash_mismatch,0.009
242,DENY,hash_mismatch,0.095
243,DENY,hash_mismatch,0.040
244,DENY,hash_mismatch,0.009
245,DENY,hash_mismatch,0.008
246,DENY,hash_mismatch,0.046
247,DENY,hash_mismatch,0.011
248,DENY,hash_mismatch,0.009
249,DENY,hash_mismatch,0.012
250,DENY,hash_mismatch,0.009
251,DENY,hash_mismatch,0.100
252,DENY,hash_mismatch,0.019
253,DENY,hash_mismatch,0.082
254,DENY,hash_mismatch,0.015
255,DENY,hash_mismatch,0.013
256,DENY,hash_mismatch,0.012
257,DENY,hash_mismatch,0.012
258,DENY,hash_mismatch,0.012
259,DENY,hash_mismatch,0.012
260,DENY,hash_mismatch,0.012
261,DENY,hash_mismatch,0.012
262,DENY,hash_mismatch,0.014
263,DENY,hash_mismatch,0.012
264,DENY,hash_mismatch,0.012
265,DENY,hash_mismatch,0.012
266,DENY,hash_mismatch,0.011
267,DENY,hash_mismatch,0.018
268,DENY,hash_mismatch,0.121
269,DENY,hash_mismatch,0.012
270,DENY,hash_mismatch,0.012
271,DENY,hash_mismatch,0.012
272,DENY,hash_mismatch,0.012
273,DENY,hash_mismatch,0.012
274,DENY,hash_mismatch,0.012
275,DENY,hash_mismatch,0.012
276,DENY,hash_mismatch,0.012
277,DENY,hash_mismatch,0.012
278,DENY,hash_mismatch,0.012
279,DENY,hash_mismatch,0.011
280,DENY,hash_mismatch,0.012
281,DENY,hash_mismatch,0.018
282,DENY,hash_mismatch,0.013
283,DENY,hash_mismatch,0.012
284,DENY,hash_mismatch,0.015
285,DENY,hash_mismatch,0.012
286,DENY,hash_mismatch,0.011
287,DENY,hash_mismatch,0.011
288,DENY,hash_mismatch,0.012
289,DENY,hash_mismatch,0.011
290,DENY,hash_mismatch,0.011
291,DENY,hash_mismatch,0.012
292,DENY,hash_mismatch,0.021
293,DENY,hash_mismatch,0.013
294,DENY,hash_mismatch,0.012
295,DENY,hash_mismatch,0.012
296,DENY,hash_mismatch,0.013
297,DENY,hash_mismatch,0.013
298,DENY,hash_mismatch,0.011
299,DENY,hash_mismatch,0.011
300,DENY,hash_mismatch,0.011
301,DENY,hash_mismatch,0.011
302,DENY,hash_mismatch,0.012
303,DENY,hash_mismatch,0.011
304,DENY,hash_mismatch,0.011
305,DENY,hash_mismatch,0.012
306,DENY,hash_mismatch,0.012
307,DENY,hash_mismatch,0.012
308,DENY,hash_mismatch,0.012
309,DENY,hash_mismatch,0.011
310,DENY,hash_mismatch,0.012
311,DENY,hash_mismatch,0.012
312,DENY,hash_mismatch,0.012
313,DENY,hash_mismatch,0.012
314,DENY,hash_mismatch,0.011
315,DENY,hash_mismatch,0.012
316,DENY,hash_mismatch,0.011
317,DENY,hash_mismatch,0.011
318,DENY,hash_mismatch,0.012
319,DENY,hash_mismatch,0.011
320,DENY,hash_mismatch,0.012
321,DENY,hash_mismatch,0.011
322,DENY,hash_mismatch,0.012
323,DENY,hash_mismatch,0.012
324,DENY,hash_mismatch,0.011
325,DENY,hash_mismatch,0.011
326,DENY,hash_mismatch,0.011
327,DENY,hash_mismatch,0.013
328,DENY,hash_mismatch,0.012
329,DENY,hash_mismatch,0.011
330,DENY,hash_mismatch,0.012
331,DENY,hash_mismatch,0.017
332,DENY,hash_mismatch,0.051
333,DENY,hash_mismatch,0.012
334,DENY,hash_mismatch,0.012
335,DENY,hash_mismatch,0.012
336,DENY,hash_mismatch,0.011
337,DENY,hash_mismatch,0.012
338,DENY,hash_mismatch,0.011
339,DENY,hash_mismatch,0.012
340,DENY,hash_mismatch,0.012
341,DENY,hash_mismatch,0.012
342,DENY,hash_mismatch,0.011
343,DENY,hash_mismatch,0.011
344,DENY,hash_mismatch,0.011
345,DENY,hash_mismatch,0.011
346,DENY,hash_mismatch,0.011
347,DENY,hash_mismatch,0.011
348,DENY,hash_mismatch,0.011
349,DENY,hash_mismatch,0.011
350,DENY,hash_mismatch,0.011
351,DENY,hash_mismatch,0.012
352,DENY,hash_mismatch,0.011
353,DENY,hash_mismatch,0.012
354,DENY,hash_mismatch,0.012
355,DENY,hash_mismatch,0.013
356,DENY,hash_mismatch,0.011
357,DENY,hash_mismatch,0.019
358,DENY,hash_mismatch,0.012
359,DENY,hash_mismatch,0.016
360,DENY,hash_mismatch,0.013
361,DENY,hash_mismatch,0.010
362,DENY,hash_mismatch,0.009
363,DENY,hash_mismatch,0.053
364,DENY,hash_mismatch,0.012
365,DENY,hash_mismatch,0.011
366,DENY,hash_mismatch,0.011
367,DENY,hash_mismatch,0.012
368,DENY,hash_mismatch,0.011
369,DENY,hash_mismatch,0.033
370,DENY,hash_mismatch,0.044
371,DENY,hash_mismatch,0.012
372,DENY,hash_mismatch,0.012
373,DENY,hash_mismatch,0.012
374,DENY,hash_mismatch,0.011
375,DENY,hash_mismatch,0.012
376,DENY,hash_mismatch,0.012
377,DENY,hash_mismatch,0.012
378,DENY,hash_mismatch,0.011
379,DENY,hash_mismatch,0.012
380,DENY,hash_mismatch,0.012
381,DENY,hash_mismatch,0.012
382,DENY,hash_mismatch,0.011
383,DENY,hash_mismatch,0.011
384,DENY,hash_mismatch,0.011
385,DENY,hash_mismatch,0.009
386,DENY,hash_mismatch,0.047
387,DENY,hash_mismatch,0.012
388,DENY,hash_mismatch,0.011
389,DENY,hash_mismatch,0.011
390,DENY,hash_mismatch,0.012
391,DENY,hash_mismatch,0.011
392,DENY,hash_mismatch,0.011
393,DENY,hash_mismatch,0.011
394,DENY,hash_mismatch,0.011
395,DENY,hash_mismatch,0.013
396,DENY,hash_mismatch,0.012
397,DENY,hash_mismatch,0.012
398,DENY,hash_mismatch,0.012
399,DENY,hash_mismatch,0.012
400,DENY,hash_mismatch,0.011
401,DENY,hash_mismatch,0.011
402,DENY,hash_mismatch,0.011
403,DENY,hash_mismatch,0.011
404,DENY,hash_mismatch,0.011
405,DENY,hash_mismatch,0.012
406,DENY,hash_mismatch,0.011
407,DENY,hash_mismatch,0.011
408,DENY,hash_mismatch,0.011
409,DENY,hash_mismatch,0.011
410,DENY,hash_mismatch,0.012
411,DENY,hash_mismatch,0.012
412,DENY,hash_mismatch,0.012
413,DENY,hash_mismatch,0.013
414,DENY,hash_mismatch,0.012
415,DENY,hash_mismatch,0.011
416,DENY,hash_mismatch,0.011
417,DENY,hash_mismatch,0.011
418,DENY,hash_mismatch,0.011
419,DENY,hash_mismatch,0.013
420,DENY,hash_mismatch,0.012
421,DENY,hash_mismatch,0.011
422,DENY,hash_mismatch,0.012
423,DENY,hash_mismatch,0.011
424,DENY,hash_mismatch,0.011
425,DENY,hash_mismatch,0.011
426,DENY,hash_mismatch,0.012
427,DENY,hash_mismatch,0.012
428,DENY,hash_mismatch,0.023
429,DENY,hash_mismatch,0.066
430,DENY,hash_mismatch,0.012
431,DENY,hash_mismatch,0.012
432,DENY,hash_mismatch,0.012
433,DENY,hash_mismatch,0.012
434,DENY,hash_mismatch,0.023
435,DENY,hash_mismatch,0.102
436,DENY,hash_mismatch,0.036
437,DENY,hash_mismatch,0.012
438,DENY,hash_mismatch,0.012
439,DENY,hash_mismatch,0.012
440,DENY,hash_mismatch,0.012
441,DENY,hash_mismatch,0.012
442,DENY,hash_mismatch,0.012
443,DENY,hash_mismatch,0.011
444,DENY,hash_mismatch,0.012
445,DENY,hash_mismatch,0.011
446,DENY,hash_mismatch,0.011
447,DENY,hash_mismatch,0.011
448,DENY,hash_mismatch,0.012
449,DENY,hash_mismatch,0.011
450,DENY,hash_mismatch,0.011
451,DENY,hash_mismatch,0.011
452,DENY,hash_mismatch,0.012
453,DENY,hash_mismatch,0.012
454,DENY,hash_mismatch,0.013
455,DENY,hash_mismatch,0.012
456,DENY,hash_mismatch,0.011
457,DENY,hash_mismatch,0.012
458,DENY,hash_mismatch,0.056
459,DENY,hash_mismatch,0.029
460,DENY,hash_mismatch,0.012
461,DENY,hash_mismatch,0.012
462,DENY,hash_mismatch,0.012
463,DENY,hash_mismatch,0.011
464,DENY,hash_mismatch,0.013
465,DENY,hash_mismatch,0.012
466,DENY,hash_mismatch,0.012
467,DENY,hash_mismatch,0.012
468,DENY,hash_mismatch,0.012
469,DENY,hash_mismatch,0.011
470,DENY,hash_mismatch,0.011
471,DENY,hash_mismatch,0.011
472,DENY,hash_mismatch,0.011
473,DENY,hash_mismatch,0.012
474,DENY,hash_mismatch,0.012
475,DENY,hash_mismatch,0.012
476,DENY,hash_mismatch,0.012
477,DENY,hash_mismatch,0.012
478,DENY,hash_mismatch,0.012
479,DENY,hash_mismatch,0.012
480,DENY,hash_mismatch,0.011
481,DENY,hash_mismatch,0.011
482,DENY,hash_mismatch,0.011
483,DENY,hash_mismatch,0.013
484,DENY,hash_mismatch,0.011
485,DENY,hash_mismatch,0.012
486,DENY,hash_mismatch,0.012
487,DENY,hash_mismatch,0.011
488,DENY,hash_mismatch,0.021
489,DENY,hash_mismatch,0.063
490,DENY,hash_mismatch,0.012
491,DENY,hash_mismatch,0.011
492,DENY,hash_mismatch,0.011
493,DENY,hash_mismatch,0.012
494,DENY,hash_mismatch,0.012
495,DENY,hash_mismatch,0.011
496,DENY,hash_mismatch,0.012
497,DENY,hash_mismatch,0.014
498,DENY,hash_mismatch,0.059
499,DENY,hash_mismatch,0.011
500,DENY,hash_mismatch,0.013
501,DENY,hash_mismatch,0.046
502,DENY,hash_mismatch,0.009
503,DENY,hash_mismatch,0.009
504,DENY,hash_mismatch,0.008
505,DENY,hash_mismatch,0.009
506,DENY,hash_mismatch,0.008
507,DENY,hash_mismatch,0.014
508,DENY,hash_mismatch,0.028
509,DENY,hash_mismatch,0.012
510,DENY,hash_mismatch,0.011
511,DENY,hash_mismatch,0.009
512,DENY,hash_mismatch,0.008
513,DENY,hash_mismatch,0.146
514,DENY,hash_mismatch,0.081
515,DENY,hash_mismatch,0.031
516,DENY,hash_mismatch,0.014
517,DENY,hash_mismatch,0.013
518,DENY,hash_mismatch,0.013
519,DENY,hash_mismatch,0.012
520,DENY,hash_mismatch,0.012
521,DENY,hash_mismatch,0.012
522,DENY,hash_mismatch,0.015
523,DENY,hash_mismatch,0.055
524,DENY,hash_mismatch,0.012
525,DENY,hash_mismatch,0.012
526,DENY,hash_mismatch,0.012
527,DENY,hash_mismatch,0.012
528,DENY,hash_mismatch,0.012
529,DENY,hash_mismatch,0.012
530,DENY,hash_mismatch,0.012
531,DENY,hash_mismatch,0.012
532,DENY,hash_mismatch,0.012
533,DENY,hash_mismatch,0.012
534,DENY,hash_mismatch,0.022
535,DENY,hash_mismatch,0.038
536,DENY,hash_mismatch,0.014
537,DENY,hash_mismatch,0.012
538,DENY,hash_mismatch,0.012
539,DENY,hash_mismatch,0.022
540,DENY,hash_mismatch,0.038
541,DENY,hash_mismatch,0.012
542,DENY,hash_mismatch,0.012
543,DENY,hash_mismatch,0.012
544,DENY,hash_mismatch,0.012
545,DENY,hash_mismatch,0.012
546,DENY,hash_mismatch,0.012
547,DENY,hash_mismatch,0.012
548,DENY,hash_mismatch,0.014
549,DENY,hash_mismatch,0.012
550,DENY,hash_mismatch,0.012
551,DENY,hash_mismatch,0.012
552,DENY,hash_mismatch,0.012
553,DENY,hash_mismatch,0.012
554,DENY,hash_mismatch,0.051
555,DENY,hash_mismatch,0.013
556,DENY,hash_mismatch,0.012
557,DENY,hash_mismatch,0.012
558,DENY,hash_mismatch,0.012
559,DENY,hash_mismatch,0.012
560,DENY,hash_mismatch,0.012
561,DENY,hash_mismatch,0.012
562,DENY,hash_mismatch,0.012
563,DENY,hash_mismatch,0.012
564,DENY,hash_mismatch,0.012
565,DENY,hash_mismatch,0.012
566,DENY,hash_mismatch,0.012
567,DENY,hash_mismatch,0.012
568,DENY,hash_mismatch,0.012
569,DENY,hash_mismatch,0.012
570,DENY,hash_mismatch,0.012
571,DENY,hash_mismatch,0.012
572,DENY,hash_mismatch,0.012
573,DENY,hash_mismatch,0.012
574,DENY,hash_mismatch,0.012
575,DENY,hash_mismatch,0.012
576,DENY,hash_mismatch,0.012
577,DENY,hash_mismatch,0.012
578,DENY,hash_mismatch,0.012
579,DENY,hash_mismatch,0.012
580,DENY,hash_mismatch,0.012
581,DENY,hash_mismatch,0.012
582,DENY,hash_mismatch,0.013
583,DENY,hash_mismatch,0.013
584,DENY,hash_mismatch,0.012
585,DENY,hash_mismatch,0.012
586,DENY,hash_mismatch,0.013
587,DENY,hash_mismatch,0.012
588,DENY,hash_mismatch,0.012
589,DENY,hash_mismatch,0.012
590,DENY,hash_mismatch,0.012
591,DENY,hash_mismatch,0.012
592,DENY,hash_mismatch,0.012
593,DENY,hash_mismatch,0.012
594,DENY,hash_mismatch,0.012
595,DENY,hash_mismatch,0.012
596,DENY,hash_mismatch,0.009
597,DENY,hash_mismatch,0.041
598,DENY,hash_mismatch,0.012
599,DENY,hash_mismatch,0.009
600,DENY,hash_mismatch,0.104
601,DENY,hash_mismatch,0.058
602,DENY,hash_mismatch,0.012
603,DENY,hash_mismatch,0.012
604,DENY,hash_mismatch,0.012
605,DENY,hash_mismatch,0.012
606,DENY,hash_mismatch,0.012
607,DENY,hash_mismatch,0.012
608,DENY,hash_mismatch,0.011
609,DENY,hash_mismatch,0.012
610,DENY,hash_mismatch,0.012
611,DENY,hash_mismatch,0.014
612,DENY,hash_mismatch,0.011
613,DENY,hash_mismatch,0.011
614,DENY,hash_mismatch,0.011
615,DENY,hash_mismatch,0.011
616,DENY,hash_mismatch,0.011
617,DENY,hash_mismatch,0.011
618,DENY,hash_mismatch,0.012
619,DENY,hash_mismatch,0.012
620,DENY,hash_mismatch,0.012
621,DENY,hash_mismatch,0.011
622,DENY,hash_mismatch,0.011
623,DENY,hash_mismatch,0.012
624,DENY,hash_mismatch,0.018
625,DENY,hash_mismatch,0.018
626,DENY,hash_mismatch,0.010
627,DENY,hash_mismatch,0.370
628,DENY,hash_mismatch,0.012
629,DENY,hash_mismatch,0.195
630,DENY,hash_mismatch,0.012
631,DENY,hash_mismatch,0.087
632,DENY,hash_mismatch,0.012
633,DENY,hash_mismatch,0.193
634,DENY,hash_mismatch,0.013
635,DENY,hash_mismatch,0.087
636,DENY,hash_mismatch,0.012
637,DENY,hash_mismatch,0.156
638,DENY,hash_mismatch,0.012
639,DENY,hash_mismatch,0.089
640,DENY,hash_mismatch,0.012
641,DENY,hash_mismatch,0.221
642,DENY,hash_mismatch,0.012
643,DENY,hash_mismatch,0.094
644,DENY,hash_mismatch,0.012
645,DENY,hash_mismatch,0.121
646,DENY,hash_mismatch,0.012
647,DENY,hash_mismatch,0.112
648,DENY,hash_mismatch,0.012
649,DENY,hash_mismatch,0.183
650,DENY,hash_mismatch,0.017
651,DENY,hash_mismatch,0.014
652,DENY,hash_mismatch,0.009
653,DENY,hash_mismatch,0.111
654,DENY,hash_mismatch,0.013
655,DENY,hash_mismatch,0.082
656,DENY,hash_mismatch,0.012
657,DENY,hash_mismatch,0.148
658,DENY,hash_mismatch,0.012
659,DENY,hash_mismatch,0.214
660,DENY,hash_mismatch,0.012
661,DENY,hash_mismatch,0.103
662,DENY,hash_mismatch,0.012
663,DENY,hash_mismatch,0.113
664,DENY,hash_mismatch,0.013
665,DENY,hash_mismatch,0.123
666,DENY,hash_mismatch,0.012
667,DENY,hash_mismatch,0.165
668,DENY,hash_mismatch,0.016
669,DENY,hash_mismatch,0.013
670,DENY,hash_mismatch,0.011
671,DENY,hash_mismatch,0.149
672,DENY,hash_mismatch,0.012
673,DENY,hash_mismatch,0.131
674,DENY,hash_mismatch,0.013
675,DENY,hash_mismatch,0.185
676,DENY,hash_mismatch,0.012
677,DENY,hash_mismatch,0.122
678,DENY,hash_mismatch,0.012
679,DENY,hash_mismatch,0.107
680,DENY,hash_mismatch,0.012
681,DENY,hash_mismatch,0.089
682,DENY,hash_mismatch,0.012
683,DENY,hash_mismatch,0.071
684,DENY,hash_mismatch,0.012
685,DENY,hash_mismatch,0.108
686,DENY,hash_mismatch,0.012
687,DENY,hash_mismatch,0.174
688,DENY,hash_mismatch,0.024
689,DENY,hash_mismatch,0.009
690,DENY,hash_mismatch,0.093
691,DENY,hash_mismatch,0.012
692,DENY,hash_mismatch,0.134
693,DENY,hash_mismatch,0.012
694,DENY,hash_mismatch,0.149
695,DENY,hash_mismatch,0.012
696,DENY,hash_mismatch,0.114
697,DENY,hash_mismatch,0.012
698,DENY,hash_mismatch,0.138
699,DENY,hash_mismatch,0.012
700,DENY,hash_mismatch,0.135
701,DENY,hash_mismatch,0.012
702,DENY,hash_mismatch,0.273
703,DENY,hash_mismatch,0.012
704,DENY,hash_mismatch,0.159
705,DENY,hash_mismatch,0.012
706,DENY,hash_mismatch,0.176
707,DENY,hash_mismatch,0.013
708,DENY,hash_mismatch,0.012
709,DENY,hash_mismatch,0.119
710,DENY,hash_mismatch,0.016
711,DENY,hash_mismatch,0.010
712,DENY,hash_mismatch,0.154
713,DENY,hash_mismatch,0.018
714,DENY,hash_mismatch,0.015
715,DENY,hash_mismatch,0.012
716,DENY,hash_mismatch,0.085
717,DENY,hash_mismatch,0.013
718,DENY,hash_mismatch,0.360
719,DENY,hash_mismatch,0.013
720,DENY,hash_mismatch,0.245
721,DENY,hash_mismatch,0.013
722,DENY,hash_mismatch,0.440
723,DENY,hash_mismatch,0.013
724,DENY,hash_mismatch,0.178
725,DENY,hash_mismatch,0.013
726,DENY,hash_mismatch,0.176
727,DENY,hash_mismatch,0.014
728,DENY,hash_mismatch,0.199
729,DENY,hash_mismatch,0.013
730,DENY,hash_mismatch,0.067
731,DENY,hash_mismatch,0.013
732,DENY,hash_mismatch,0.103
733,DENY,hash_mismatch,0.011
734,DENY,hash_mismatch,0.076
735,DENY,hash_mismatch,0.013
736,DENY,hash_mismatch,0.086
737,DENY,hash_mismatch,0.013
738,DENY,hash_mismatch,0.189
739,DENY,hash_mismatch,0.032
740,DENY,hash_mismatch,0.014
741,DENY,hash_mismatch,0.131
742,DENY,hash_mismatch,0.017
743,DENY,hash_mismatch,0.013
744,DENY,hash_mismatch,0.013
745,DENY,hash_mismatch,0.146
746,DENY,hash_mismatch,0.014
747,DENY,hash_mismatch,0.178
748,DENY,hash_mismatch,0.013
749,DENY,hash_mismatch,0.142
750,DENY,hash_mismatch,0.019
751,DENY,hash_mismatch,0.075
752,DENY,hash_mismatch,0.023
753,DENY,hash_mismatch,0.202
754,DENY,hash_mismatch,0.013
755,DENY,hash_mismatch,0.207
756,DENY,hash_mismatch,0.012
757,DENY,hash_mismatch,0.147
758,DENY,hash_mismatch,0.013
759,DENY,hash_mismatch,0.340
760,DENY,hash_mismatch,0.013
761,DENY,hash_mismatch,0.126
762,DENY,hash_mismatch,0.013
763,DENY,hash_mismatch,0.162
764,DENY,hash_mismatch,0.013
765,DENY,hash_mismatch,0.324
766,DENY,hash_mismatch,0.017
767,DENY,hash_mismatch,0.014
768,DENY,hash_mismatch,0.013
769,DENY,hash_mismatch,0.064
770,DENY,hash_mismatch,0.010
771,DENY,hash_mismatch,0.068
772,DENY,hash_mismatch,0.013
