mode,path,sample_idx,status,decision,e2e_ms,arbitration_ms,total_ms
mcpd,deny,5,error,DENY,3.36,0.088,0.779
mcpd,deny,6,error,DENY,2.44,0.131,1.996
mcpd,deny,7,error,DENY,13.906,0.281,13.398
mcpd,deny,8,error,DENY,6.762,0.099,5.645
mcpd,deny,9,error,DENY,5.888,0.088,2.758
mcpd,deny,10,error,DENY,1.664,0.053,1.36
mcpd,deny,11,error,DENY,0.647,0.043,0.502
mcpd,deny,12,error,DENY,1.395,0.044,0.462
mcpd,deny,13,error,DENY,6.778,0.091,5.117
mcpd,deny,14,error,DENY,2.18,0.057,0.519
mcpd,deny,15,error,DENY,4.002,1.002,1.597
mcpd,deny,16,error,DENY,9.231,0.286,1.19
mcpd,deny,17,error,DENY,6.36,0.095,0.632
mcpd,deny,18,error,DENY,1.759,0.501,1.518
mcpd,deny,19,error,DENY,1.673,0.158,0.909
mcpd,deny,20,error,DENY,6.17,0.096,1.41
mcpd,deny,21,error,DENY,6.013,0.176,3.204
mcpd,deny,22,error,DENY,2.722,0.081,0.772
mcpd,deny,23,error,DENY,12.778,0.093,5.33
mcpd,deny,24,error,DENY,2.821,0.213,0.83
mcpd,deny,25,error,DENY,6.272,0.096,4.503
mcpd,deny,26,error,DENY,0.848,0.062,0.542
mcpd,deny,27,error,DENY,0.621,0.046,0.483
mcpd,deny,28,error,DENY,1.319,0.062,0.492
mcpd,deny,29,error,DENY,1.556,0.037,0.498
mcpd,deny,30,error,DENY,1.019,0.048,0.733
mcpd,deny,31,error,DENY,1.602,0.054,0.475
mcpd,deny,32,error,DENY,2.416,0.041,0.58
mcpd,deny,33,error,DENY,2.83,0.216,1.663
mcpd,deny,34,error,DENY,19.147,1.435,13.593
mcpd,deny,35,error,DENY,1.294,0.069,0.559
mcpd,deny,36,error,DENY,2.109,0.157,0.632
mcpd,deny,37,error,DENY,2.586,0.069,2.146
mcpd,deny,38,error,DENY,1.196,0.065,0.5
mcpd,deny,39,error,DENY,22.814,0.105,2.097
mcpd,defer,0,error,DEFER,2.072,0.094,1.848
mcpd,defer,1,error,DEFER,1.31,0.066,0.518
mcpd,defer,2,error,DEFER,12.225,0.258,9.849
mcpd,defer,3,error,DEFER,4.51,0.165,2.319
mcpd,defer,4,error,DEFER,2.084,0.07,0.565
mcpd,defer,5,error,DEFER,1.951,0.074,0.513
mcpd,defer,6,error,DEFER,8.274,0.208,6.734
mcpd,defer,7,error,DEFER,2.783,0.073,0.586
mcpd,defer,8,error,DEFER,7.283,0.097,1.029
mcpd,defer,9,error,DEFER,2.815,0.225,2.04
mcpd,defer,10,error,DEFER,1.681,0.081,0.926
mcpd,defer,11,error,DEFER,1.966,0.075,0.54
mcpd,defer,12,error,DEFER,1.888,0.055,0.478
mcpd,defer,13,error,DEFER,6.469,0.203,0.724
mcpd,defer,14,error,DEFER,4.239,0.081,0.999
mcpd,defer,15,error,DEFER,4.518,0.076,3.968
mcpd,defer,16,error,DEFER,3.021,0.068,2.246
mcpd,defer,17,error,DEFER,5.21,0.065,2.529
mcpd,defer,18,error,DEFER,3.983,0.077,1.216
mcpd,defer,19,error,DEFER,2.27,0.093,0.585
mcpd,defer,20,error,DEFER,3.299,0.053,0.621
mcpd,defer,21,error,DEFER,0.679,0.044,0.466
mcpd,defer,22,error,DEFER,2.402,0.19,0.969
mcpd,defer,23,error,DEFER,1.717,0.063,0.531
mcpd,defer,24,error,DEFER,5.137,0.108,3.837
mcpd,defer,25,error,DEFER,2.629,0.075,1.653
mcpd,defer,26,error,DEFER,6.237,0.057,1.003
mcpd,defer,27,error,DEFER,7.373,3.292,4.329
mcpd,defer,28,error,DEFER,1.94,0.157,1.288
mcpd,defer,29,error,DEFER,0.895,0.065,0.579
mcpd,defer,30,error,DEFER,5.615,1.367,4.967
mcpd,defer,31,error,DEFER,4.293,0.069,1.144
mcpd,defer,32,error,DEFER,2.956,0.127,2.615
mcpd,defer,33,error,DEFER,1.171,0.051,0.541
mcpd,defer,34,error,DEFER,1.695,0.038,0.456
mcpd,defer,35,error,DEFER,0.859,0.055,0.645
mcpd,defer,36,error,DEFER,0.766,0.054,0.598
mcpd,defer,37,error,DEFER,0.674,0.052,0.487
mcpd,defer,38,error,DEFER,2.132,0.054,0.796
mcpd,defer,39,error,DEFER,1.398,0.661,1.145
userspace_semantic_plane,allow,0,ok,ALLOW,4.388,0.01,3.281
userspace_semantic_plane,allow,1,ok,ALLOW,5.976,0.008,5.778
userspace_semantic_plane,allow,2,ok,ALLOW,10.446,0.008,10.255
userspace_semantic_plane,allow,3,ok,ALLOW,4.831,0.008,4.431
userspace_semantic_plane,allow,4,ok,ALLOW,10.618,0.016,7.485
userspace_semantic_plane,allow,5,ok,ALLOW,20.971,0.008,20.684
userspace_semantic_plane,allow,6,ok,ALLOW,3.907,0.007,3.483
userspace_semantic_plane,allow,7,ok,ALLOW,2.497,0.007,2.267
userspace_semantic_plane,allow,8,ok,ALLOW,5.1,0.006,4.669
userspace_semantic_plane,allow,9,ok,ALLOW,10.138,0.007,9.562
userspace_semantic_plane,allow,10,ok,ALLOW,3.917,0.008,3.532
userspace_semantic_plane,allow,11,ok,ALLOW,5.983,0.032,4.096
userspace_semantic_plane,allow,12,ok,ALLOW,8.934,0.008,8.083
userspace_semantic_plane,allow,13,ok,ALLOW,4.815,0.006,3.146
userspace_semantic_plane,allow,14,ok,ALLOW,3.8,0.009,2.133
userspace_semantic_plane,allow,15,ok,ALLOW,8.834,0.007,7.103
userspace_semantic_plane,allow,16,ok,ALLOW,22.325,0.015,20.302
userspace_semantic_plane,allow,17,ok,ALLOW,3.131,0.009,1.942
userspace_semantic_plane,allow,18,ok,ALLOW,3.308,0.008,2.002
userspace_semantic_plane,allow,19,ok,ALLOW,5.166,0.007,3.011
userspace_semantic_plane,allow,20,ok,ALLOW,9.206,0.007,5.999
userspace_semantic_plane,allow,21,ok,ALLOW,7.327,0.008,3.84
userspace_semantic_plane,allow,22,ok,ALLOW,11.339,0.007,10.83
userspace_semantic_plane,allow,23,ok,ALLOW,21.065,0.009,13.357
userspace_semantic_plane,allow,24,ok,ALLOW,5.033,0.008,2.946
userspace_semantic_plane,allow,25,ok,ALLOW,6.238,0.008,2.963
userspace_semantic_plane,allow,26,ok,ALLOW,7.974,0.009,6.235
userspace_semantic_plane,allow,27,ok,ALLOW,8.272,0.006,8.001
userspace_semantic_plane,allow,28,ok,ALLOW,30.006,0.008,29.63
userspace_semantic_plane,allow,29,ok,ALLOW,9.887,0.009,3.213
userspace_semantic_plane,allow,30,ok,ALLOW,8.462,0.029,7.659
userspace_semantic_plane,allow,31,ok,ALLOW,14.069,0.007,13.643
userspace_semantic_plane,allow,32,ok,ALLOW,7.661,0.011,7.323
userspace_semantic_plane,allow,33,ok,ALLOW,2.901,0.007,2.718
userspace_semantic_plane,allow,34,ok,ALLOW,6.794,0.008,6.539
userspace_semantic_plane,allow,35,ok,ALLOW,2.867,0.006,2.56
userspace_semantic_plane,allow,36,ok,ALLOW,6.707,0.008,3.55
userspace_semantic_plane,allow,37,ok,ALLOW,11.588,0.02,11.167
userspace_semantic_plane,allow,38,ok,ALLOW,9.032,0.012,8.382
userspace_semantic_plane,allow,39,ok,ALLOW,1.947,0.008,1.715
userspace_semantic_plane,deny,0,error,DENY,1.667,0.008,1.435
userspace_semantic_plane,deny,1,error,DENY,1.382,0.006,0.408
userspace_semantic_plane,deny,2,error,DENY,2.532,0.007,0.545
userspace_semantic_plane,deny,3,error,DENY,0.573,0.005,0.415
userspace_semantic_plane,deny,4,error,DENY,1.647,0.007,1.52
userspace_semantic_plane,deny,5,error,DENY,0.93,0.011,0.414
userspace_semantic_plane,deny,6,error,DENY,1.056,0.006,0.427
userspace_semantic_plane,deny,7,error,DENY,3.665,0.019,1.531
userspace_semantic_plane,deny,8,error,DENY,3.699,0.022,3.104
userspace_semantic_plane,deny,9,error,DENY,0.687,0.007,0.462
userspace_semantic_plane,deny,10,error,DENY,3.282,0.013,1.185
userspace_semantic_plane,deny,11,error,DENY,1.665,0.007,1.217
userspace_semantic_plane,deny,12,error,DENY,1.067,0.006,0.713
userspace_semantic_plane,deny,13,error,DENY,3.551,0.016,1.437
userspace_semantic_plane,deny,14,error,DENY,1.597,0.528,1.163
userspace_semantic_plane,deny,15,error,DENY,1.28,0.007,0.497
userspace_semantic_plane,deny,16,error,DENY,2.009,0.006,0.419
userspace_semantic_plane,deny,17,error,DENY,2.771,0.008,0.458
userspace_semantic_plane,deny,18,error,DENY,3.627,0.015,1.389
userspace_semantic_plane,deny,19,error,DENY,0.679,0.008,0.468
userspace_semantic_plane,deny,20,error,DENY,1.407,0.007,0.425
userspace_semantic_plane,deny,21,error,DENY,4.673,0.009,3.751
userspace_semantic_plane,deny,22,error,DENY,0.597,0.007,0.442
userspace_semantic_plane,deny,23,error,DENY,1.519,0.007,0.631
userspace_semantic_plane,deny,24,error,DENY,1.165,0.006,0.427
userspace_semantic_plane,deny,25,error,DENY,0.515,0.01,0.387
userspace_semantic_plane,deny,26,error,DENY,0.494,0.005,0.373
userspace_semantic_plane,deny,27,error,DENY,0.542,0.005,0.399
userspace_semantic_plane,deny,28,error,DENY,4.155,0.007,3.069
userspace_semantic_plane,deny,29,error,DENY,6.077,0.012,3.819
userspace_semantic_plane,deny,30,error,DENY,1.238,0.007,0.476
userspace_semantic_plane,deny,31,error,DENY,1.177,0.006,0.681
userspace_semantic_plane,deny,32,error,DENY,0.552,0.006,0.42
userspace_semantic_plane,deny,33,error,DENY,3.051,0.007,2.562
userspace_semantic_plane,deny,34,error,DENY,2.736,0.007,1.732
userspace_semantic_plane,deny,35,error,DENY,1.817,0.006,1.105
userspace_semantic_plane,deny,36,error,DENY,1.248,0.006,0.409
userspace_semantic_plane,deny,37,error,DENY,3.337,0.009,1.62
userspace_semantic_plane,deny,38,error,DENY,3.796,0.008,2.513
userspace_semantic_plane,deny,39,error,DENY,2.21,0.008,0.575
userspace_semantic_plane,defer,0,error,DEFER,5.867,0.147,1.135
userspace_semantic_plane,defer,1,error,DEFER,0.921,0.012,0.673
userspace_semantic_plane,defer,2,error,DEFER,6.43,0.012,1.099
userspace_semantic_plane,defer,3,error,DEFER,6.263,0.02,4.66
userspace_semantic_plane,defer,4,error,DEFER,1.71,0.01,0.492
userspace_semantic_plane,defer,5,error,DEFER,2.232,0.01,0.453
userspace_semantic_plane,defer,6,error,DEFER,2.58,0.034,0.561
userspace_semantic_plane,defer,7,error,DEFER,0.768,0.008,0.577
userspace_semantic_plane,defer,8,error,DEFER,0.803,0.009,0.484
userspace_semantic_plane,defer,9,error,DEFER,1.168,0.01,0.956
userspace_semantic_plane,defer,10,error,DEFER,0.551,0.007,0.395
userspace_semantic_plane,defer,11,error,DEFER,3.098,0.01,2.324
userspace_semantic_plane,defer,12,error,DEFER,0.896,0.009,0.457
userspace_semantic_plane,defer,13,error,DEFER,0.753,0.008,0.389
userspace_semantic_plane,defer,14,error,DEFER,0.812,0.007,0.401
userspace_semantic_plane,defer,15,error,DEFER,3.521,0.007,0.418
userspace_semantic_plane,defer,16,error,DEFER,0.914,0.012,0.521
userspace_semantic_plane,defer,17,error,DEFER,20.612,0.036,1.466
userspace_semantic_plane,defer,18,error,DEFER,9.727,0.031,1.003
userspace_semantic_plane,defer,19,error,DEFER,1.116,0.036,0.789
userspace_semantic_plane,defer,20,error,DEFER,1.101,0.016,0.695
userspace_semantic_plane,defer,21,error,DEFER,4.774,0.036,2.655
userspace_semantic_plane,defer,22,error,DEFER,2.791,0.011,1.151
userspace_semantic_plane,defer,23,error,DEFER,3.358,0.031,1.616
userspace_semantic_plane,defer,24,error,DEFER,1.537,0.019,0.711
userspace_semantic_plane,defer,25,error,DEFER,6.506,0.052,4.648
userspace_semantic_plane,defer,26,error,DEFER,3.373,0.015,2.858
userspace_semantic_plane,defer,27,error,DEFER,0.614,0.012,0.451
userspace_semantic_plane,defer,28,error,DEFER,0.999,0.009,0.388
userspace_semantic_plane,defer,29,error,DEFER,2.489,0.01,0.44
userspace_semantic_plane,defer,30,error,DEFER,0.588,0.01,0.434
userspace_semantic_plane,defer,31,error,DEFER,0.585,0.007,0.445
userspace_semantic_plane,defer,32,error,DEFER,1.953,0.009,0.596
userspace_semantic_plane,defer,33,error,DEFER,2.993,0.016,1.451
userspace_semantic_plane,defer,34,error,DEFER,4.387,0.016,3.855
userspace_semantic_plane,defer,35,error,DEFER,0.858,0.012,0.498
userspace_semantic_plane,defer,36,error,DEFER,4.337,0.035,1.211
userspace_semantic_plane,defer,37,error,DEFER,3.323,0.037,2.055
userspace_semantic_plane,defer,38,error,DEFER,3.22,0.013,0.478
userspace_semantic_plane,defer,39,error,DEFER,1.706,0.017,0.877
