rep,mode,samples,avg_ms,std_ms,ci95_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
3,full,10000,0.008141,0.005252,0.000103,0.007833,0.008708,0.014166,0.007333,0.477166
3,skip_binding,10000,0.007925,0.002261,4.4e-05,0.007667,0.008625,0.013208,0.007166,0.124458
3,skip_lookups,10000,0.007535,0.000858,1.7e-05,0.007375,0.008125,0.010875,0.007083,0.039083
3,ticket_trigger_full,100,0.00945,0.002566,0.000503,0.008625,0.012083,0.023406,0.008333,0.0265
3,ticket_trigger_skip,100,0.007772,0.000999,0.000196,0.007458,0.010294,0.010654,0.007208,0.0135
4,skip_binding,10000,0.007941,0.00357,7e-05,0.0075,0.00975,0.013291,0.007125,0.176083
4,skip_hash,10000,0.007462,0.000619,1.2e-05,0.007334,0.00775,0.010375,0.007125,0.020834
4,ticket_trigger_skip,100,0.007483,0.00129,0.000253,0.007291,0.007629,0.012649,0.007125,0.019042
4,ticket_trigger_full,100,0.009358,0.001558,0.000305,0.008875,0.012467,0.016961,0.008583,0.017208
4,full,10000,0.007579,0.001048,2.1e-05,0.007375,0.008292,0.011292,0.007083,0.049458
4,skip_lookups,10000,0.007334,0.000614,1.2e-05,0.007209,0.007625,0.010208,0.007,0.019667
5,skip_binding,10000,0.009987,0.081029,0.001588,0.007458,0.009417,0.014876,0.007083,6.949667
5,skip_lookups,10000,0.00773,0.001075,2.1e-05,0.007542,0.008208,0.010628,0.007208,0.044
5,skip_hash,10000,0.007652,0.001134,2.2e-05,0.0075,0.008166,0.010543,0.007041,0.071541
5,ticket_trigger_full,100,0.014772,0.016782,0.003289,0.010021,0.037402,0.089683,0.00925,0.13675
5,full,10000,0.007946,0.004108,8.1e-05,0.007667,0.008542,0.012916,0.007125,0.272709
5,ticket_trigger_skip,100,0.008603,0.003528,0.000692,0.007688,0.010579,0.027528,0.007458,0.034416
6,ticket_trigger_full,100,0.011148,0.004177,0.000819,0.010125,0.017234,0.03162,0.009708,0.039333
6,skip_lookups,10000,0.007447,0.00059,1.2e-05,0.007333,0.007792,0.010291,0.007083,0.022667
6,ticket_trigger_skip,100,0.007812,0.001303,0.000255,0.0075,0.008784,0.015389,0.007291,0.01675
6,full,10000,0.007638,0.000995,1.9e-05,0.007458,0.008252,0.010916,0.007166,0.043625
6,skip_hash,10000,0.007557,0.000765,1.5e-05,0.007417,0.008,0.010625,0.007083,0.042875
6,skip_binding,10000,0.008397,0.009318,0.000183,0.00775,0.008875,0.016251,0.007042,0.43275
7,full,10000,0.007717,0.001787,3.5e-05,0.0075,0.008333,0.012458,0.007041,0.095042
7,ticket_trigger_skip,100,0.007542,0.000877,0.000172,0.007375,0.008002,0.012804,0.007208,0.014041
7,skip_lookups,10000,0.00755,0.000722,1.4e-05,0.007417,0.008125,0.010458,0.007083,0.025458
7,skip_hash,10000,0.007726,0.000743,1.5e-05,0.007584,0.008209,0.010125,0.00725,0.032625
7,skip_binding,10000,0.00771,0.002139,4.2e-05,0.007542,0.008125,0.010668,0.007125,0.200542
7,ticket_trigger_full,100,0.010422,0.002289,0.000449,0.009875,0.012814,0.016598,0.009625,0.030375
8,skip_lookups,10000,0.007758,0.009259,0.000181,0.007416,0.008042,0.012083,0.007,0.6865
8,skip_binding,10000,0.01247,0.196905,0.003859,0.007709,0.010545,0.027168,0.007083,17.8705
8,skip_hash,10000,0.011018,0.086007,0.001686,0.007958,0.021875,0.029043,0.007542,7.9825
8,full,10000,0.008212,0.004242,8.3e-05,0.007875,0.008416,0.014208,0.0075,0.192333
8,ticket_trigger_full,100,0.018315,0.019372,0.003797,0.010729,0.035379,0.100756,0.010292,0.167333
8,ticket_trigger_skip,100,0.021947,0.013191,0.002585,0.020937,0.044225,0.088776,0.007667,0.091375
9,full,10000,0.009431,0.012424,0.000244,0.008,0.011002,0.036174,0.007583,0.544375
9,skip_hash,10000,0.008898,0.009445,0.000185,0.007958,0.008875,0.023916,0.007541,0.483167
9,skip_binding,10000,0.008386,0.006194,0.000121,0.007834,0.008416,0.021833,0.007375,0.254417
9,skip_lookups,10000,0.009617,0.008774,0.000172,0.00775,0.021334,0.046627,0.007417,0.199042
9,ticket_trigger_skip,100,0.008145,0.002191,0.000429,0.007708,0.008387,0.020741,0.007542,0.023916
9,ticket_trigger_full,100,0.011673,0.003932,0.000771,0.010791,0.012979,0.03195,0.010458,0.035208
