repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
3,kernel,20,1,30.0,31877,0,0.0,1062.567,16.579,0.937,0.941,1.008,1.076
3,kernel,20,10,30.0,30247,0,0.0,1008.233,5.5,9.913,9.844,11.583,12.577
3,kernel,20,50,30.0,32689,0,0.0,1089.633,10.437,45.878,45.857,48.886,52.152
3,kernel,20,100,30.0,32529,0,0.0,1084.3,9.837,92.196,92.15,96.694,109.141
3,kernel,50,1,30.0,31380,0,0.0,1046.0,16.116,0.952,0.957,1.024,1.109
3,kernel,50,10,30.0,30116,0,0.0,1003.867,6.196,9.956,9.887,11.652,12.701
3,kernel,50,50,30.0,32631,0,0.0,1087.7,24.792,45.957,45.796,49.258,62.32
3,kernel,50,100,30.0,32450,0,0.0,1081.667,33.408,92.438,91.937,99.089,122.387
3,userspace,1,1,30.0,33707,0,0.0,1123.567,3.224,0.886,0.891,0.953,1.002
3,userspace,1,10,30.0,34618,0,0.0,1153.933,7.638,8.662,8.614,9.995,10.822
3,userspace,1,50,30.0,36332,0,0.0,1211.067,26.503,41.273,41.067,43.713,52.597
3,userspace,1,100,30.0,36080,0,0.0,1202.667,40.712,83.124,82.108,91.741,158.725
3,userspace,5,1,30.0,33440,0,0.0,1114.667,25.525,0.893,0.895,0.961,1.048
3,userspace,5,10,30.0,34192,0,0.0,1139.733,27.072,8.769,8.681,10.132,11.463
3,userspace,5,50,30.0,36299,0,0.0,1209.967,18.462,41.313,41.134,43.79,66.17
3,userspace,5,100,30.0,36443,0,0.0,1214.767,8.398,82.293,82.198,85.823,90.429
3,userspace,10,1,30.0,33500,0,0.0,1116.667,4.859,0.891,0.897,0.958,1.012
3,userspace,10,10,30.0,34463,0,0.0,1148.767,5.482,8.701,8.658,10.025,10.899
3,userspace,10,50,30.0,36183,0,0.0,1206.1,25.081,41.447,41.23,43.846,69.846
3,userspace,10,100,30.0,36383,0,0.0,1212.767,9.961,82.434,82.279,86.204,115.863
3,userspace,20,1,30.0,33358,0,0.0,1111.933,3.483,0.895,0.901,0.962,1.014
3,userspace,20,10,30.0,33928,0,0.0,1130.933,28.175,8.837,8.771,10.217,11.304
3,userspace,20,50,30.0,36050,0,0.0,1201.667,16.818,41.602,41.465,43.977,59.407
3,userspace,20,100,30.0,36126,0,0.0,1204.2,13.35,83.029,82.818,86.966,144.008
3,userspace,50,1,30.0,32867,0,0.0,1095.567,4.584,0.909,0.915,0.978,1.033
3,userspace,50,10,30.0,34050,0,0.0,1135.0,7.353,8.806,8.757,10.152,11.025
3,userspace,50,50,30.0,35847,0,0.0,1194.9,18.982,41.833,41.636,44.338,56.359
3,userspace,50,100,30.0,36248,0,0.0,1208.267,7.803,82.731,82.642,86.587,90.64
3,seccomp,1,1,30.0,32497,0,0.0,1083.233,4.826,0.919,0.924,0.989,1.049
3,seccomp,1,10,30.0,31094,0,0.0,1036.467,7.459,9.643,9.554,11.35,12.55
3,seccomp,1,50,30.0,33479,0,0.0,1115.967,23.151,44.793,44.594,47.974,52.869
3,seccomp,1,100,30.0,33921,0,0.0,1130.7,10.936,88.414,88.437,93.513,168.477
3,seccomp,5,1,30.0,32340,0,0.0,1078.0,3.974,0.923,0.929,0.992,1.046
3,seccomp,5,10,30.0,31083,0,0.0,1036.1,17.141,9.647,9.547,11.324,12.655
