repetition,system,payload_label,payload_bytes,payload_display,requests,errors,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,session_lookup_ms,arbitration_ms,tool_exec_ms,total_ms,tool_exec_share_pct
4,userspace,medium,10240,"10 KB (10,240 B)",2000,0,2.141,1.747,4.325,7.237,0.013,0.011,0.79,1.655,46.059
4,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,17.981,16.601,26.657,43.148,0.026,0.016,9.072,10.336,87.867
5,seccomp,small,100,100 B,2000,0,2.784,2.305,5.203,9.803,0.014,0.019,0.964,2.066,44.779
5,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,2.772,2.389,4.979,6.938,0.018,0.012,0.975,2.021,46.654
5,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,25.776,21.324,58.053,102.026,0.027,0.03,10.112,16.22,62.226
5,userspace,small,100,100 B,2000,0,2.255,1.891,4.355,7.266,0.013,0.011,0.813,1.739,44.592
5,userspace,medium,10240,"10 KB (10,240 B)",2000,0,2.679,2.185,5.241,9.751,0.013,0.013,1.01,2.042,47.415
5,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,17.43,16.125,25.338,39.765,0.024,0.015,8.747,9.932,87.972
5,kernel,small,100,100 B,2000,0,4.526,3.111,7.954,41.812,0.024,0.157,1.715,3.457,45.195
5,kernel,medium,10240,"10 KB (10,240 B)",2000,0,4.8,3.328,9.178,41.762,0.032,0.161,1.798,3.572,47.789
5,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,25.685,20.026,66.598,105.033,0.034,0.235,13.082,15.398,85.714
