sample_index,bare_rtt_ms,full_rtt_ms,lookup_overhead_ms
4635,0.00725,0.497875,0.490625
4636,0.007208,0.120625,0.113417
4637,0.007333,0.043041,0.035708
4638,0.00725,0.024,0.01675
4639,0.007292,0.029333,0.022041
4640,0.00725,0.065708,0.058458
4641,0.007416,0.020792,0.013376
4642,0.007291,0.021375,0.014084
4643,0.007375,0.010708,0.003333
4644,0.007417,0.016833,0.009416
4645,0.008042,0.00925,0.001208
4646,0.011,0.01075,-0.00025
4647,0.008542,0.008375,-0.000167
4648,0.007458,0.007875,0.000417
4649,0.0075,0.008125,0.000625
4650,0.007708,0.008166,0.000458
4651,0.007375,0.007666,0.000291
4652,0.007291,0.008208,0.000917
4653,0.007333,0.007834,0.000501
4654,0.007292,0.008208,0.000916
4655,0.007292,0.008083,0.000791
4656,0.00725,0.007875,0.000625
4657,0.00725,0.008,0.00075
4658,0.00725,0.007959,0.000709
4659,0.007208,0.008041,0.000833
4660,0.007541,0.008166,0.000625
4661,0.007208,0.032792,0.025584
4662,0.007292,0.009375,0.002083
4663,0.007292,0.013709,0.006417
4664,0.00725,0.013375,0.006125
4665,0.00775,0.008,0.00025
4666,0.009792,0.013334,0.003542
4667,0.0095,0.012583,0.003083
4668,0.007542,0.016708,0.009166
4669,0.007458,0.015334,0.007876
4670,0.0075,0.0165,0.009
4671,0.007417,0.00925,0.001833
4672,0.010208,0.007667,-0.002541
4673,0.010084,0.00775,-0.002334
4674,0.010042,0.007834,-0.002208
4675,0.010417,0.007541,-0.002876
4676,0.010542,0.007959,-0.002583
4677,0.009958,0.007541,-0.002417
4678,0.010167,0.007792,-0.002375
4679,0.010292,0.007625,-0.002667
4680,0.010208,0.007875,-0.002333
4681,0.009833,0.010333,0.0005
4682,0.00775,0.01075,0.003
4683,0.007708,0.008083,0.000375
4684,0.008,0.007584,-0.000416
4685,0.017167,0.007625,-0.009542
4686,0.010166,0.007667,-0.002499
4687,0.009959,0.007542,-0.002417
4688,0.017958,0.007583,-0.010375
4689,0.0105,0.007583,-0.002917
4690,0.009833,0.007625,-0.002208
4691,0.01,0.007541,-0.002459
4692,0.022416,0.007792,-0.014624
4693,0.010334,0.012209,0.001875
4694,0.010291,0.0085,-0.001791
4695,0.0105,0.0075,-0.003
4696,0.01025,0.01,-0.00025
4697,0.010292,0.010458,0.000166
4698,0.010375,0.007583,-0.002792
4699,0.010333,0.00875,-0.001583
4700,0.010083,0.011709,0.001626
4701,0.010209,0.012542,0.002333
4702,0.010333,0.019458,0.009125
4703,0.01025,0.012167,0.001917
4704,0.010083,0.0075,-0.002583
4705,0.010167,0.007459,-0.002708
4706,0.009875,0.00775,-0.002125
4707,0.009917,0.007459,-0.002458
4708,0.008,0.00775,-0.00025
4709,0.007208,0.0075,0.000292
4710,0.007416,0.007458,4.2e-05
4711,0.007333,0.014542,0.007209
4712,0.00725,0.014667,0.007417
4713,0.007417,0.01475,0.007333
4714,0.007375,0.008,0.000625
4715,0.007209,0.007458,0.000249
4716,0.007333,0.007417,8.4e-05
4717,0.00725,0.007458,0.000208
4718,0.00725,0.0075,0.00025
4719,0.007208,0.022125,0.014917
4720,0.007292,0.01475,0.007458
4721,0.007334,0.008334,0.001
4722,0.007333,0.007708,0.000375
4723,0.008458,0.007833,-0.000625
4724,0.010292,0.014667,0.004375
4725,0.009833,0.01825,0.008417
4726,0.009875,0.015,0.005125
4727,0.007625,0.007875,0.00025
4728,0.00725,0.007583,0.000333
4729,0.007292,0.007666,0.000374
4730,0.007333,0.013333,0.006
4731,0.007166,0.013875,0.006709
4732,0.007208,0.007875,0.000667
4733,0.007291,0.007583,0.000292
4734,0.007333,0.012709,0.005376
4735,0.00725,0.018166,0.010916
4736,0.007291,0.013916,0.006625
4737,0.007291,0.015458,0.008167
4738,0.007291,0.014792,0.007501
4739,0.00725,0.007792,0.000542
4740,0.007542,0.015792,0.00825
4741,0.00725,0.008292,0.001042
4742,0.007209,0.0075,0.000291
4743,0.007208,0.007459,0.000251
4744,0.007333,0.009416,0.002083
4745,0.007209,0.012334,0.005125
4746,0.009291,0.012875,0.003584
4747,0.009541,0.012917,0.003376
4748,0.010083,0.01975,0.009667
4749,0.010083,0.014708,0.004625
4750,0.00875,0.013625,0.004875
4751,0.007666,0.00825,0.000584
4752,0.007666,0.007542,-0.000124
4753,0.007833,0.013,0.005167
4754,0.008334,0.007833,-0.000501
4755,0.007542,0.013084,0.005542
4756,0.007667,0.008084,0.000417
4757,0.007708,0.012125,0.004417
4758,0.008542,0.008292,-0.00025
4759,0.007625,0.007417,-0.000208
4760,0.007333,0.0075,0.000167
4761,0.007417,0.007833,0.000416
4762,0.007459,0.0075,4.1e-05
4763,0.007417,0.007584,0.000167
4764,0.007375,0.007542,0.000167
4765,0.007334,0.007416,8.2e-05
4766,0.007333,0.01,0.002667
4767,0.007291,0.010208,0.002917
4768,0.007333,0.0075,0.000167
4769,0.007334,0.01,0.002666
4770,0.007417,0.010542,0.003125
4771,0.00725,0.016834,0.009584
4772,0.007458,0.013416,0.005958
4773,0.007208,0.015,0.007792
4774,0.007333,0.014042,0.006709
4775,0.007291,0.007916,0.000625
4776,0.007708,0.007833,0.000125
4777,0.009791,0.007792,-0.001999
4778,0.00925,0.0075,-0.00175
4779,0.007417,0.008334,0.000917
4780,0.007458,0.012125,0.004667
4781,0.007875,0.007625,-0.00025
4782,0.008375,0.007458,-0.000917
4783,0.009708,0.007542,-0.002166
4784,0.009916,0.007459,-0.002457
4785,0.010292,0.01175,0.001458
4786,0.010041,0.009,-0.001041
4787,0.01025,0.0075,-0.00275
4788,0.00975,0.010083,0.000333
4789,0.007125,0.010542,0.003417
4790,0.009125,0.0075,-0.001625
4791,0.009625,0.0075,-0.002125
4792,0.01025,0.0075,-0.00275
4793,0.01,0.007583,-0.002417
4794,0.008416,0.0075,-0.000916
4795,0.010292,0.007458,-0.002834
4796,0.010292,0.007459,-0.002833
4797,0.01025,0.007458,-0.002792
4798,0.008625,0.0075,-0.001125
4799,0.007708,0.007458,-0.00025
4800,0.00775,0.007459,-0.000291
4801,0.007958,0.0075,-0.000458
4802,0.009084,0.007583,-0.001501
4803,0.018583,0.007583,-0.011
4804,0.010625,0.007875,-0.00275
4805,0.008041,0.007416,-0.000625
4806,0.008458,0.007542,-0.000916
4807,0.01,0.0075,-0.0025
4808,0.01025,0.007584,-0.002666
4809,0.010125,0.0075,-0.002625
4810,0.010292,0.007542,-0.00275
4811,0.009916,0.007416,-0.0025
4812,0.009792,0.007417,-0.002375
4813,0.009833,0.007417,-0.002416
4814,0.023916,0.01775,-0.006166
4815,0.010083,0.007917,-0.002166
4816,0.009667,0.008292,-0.001375
4817,0.010083,0.009875,-0.000208
4818,0.010125,0.0215,0.011375
4819,0.009958,0.00775,-0.002208
4820,0.01075,0.007833,-0.002917
4821,0.00775,0.007541,-0.000209
4822,0.009292,0.007542,-0.00175
4823,0.01025,0.007542,-0.002708
4824,0.008834,0.007416,-0.001418
4825,0.007708,0.007458,-0.00025
4826,0.008167,0.007375,-0.000792
4827,0.007667,0.007458,-0.000209
4828,0.009292,0.007458,-0.001834
4829,0.009875,0.007417,-0.002458
4830,0.009667,0.02275,0.013083
4831,0.008291,0.028667,0.020376
4832,0.0085,0.01025,0.00175
4833,0.010584,0.007917,-0.002667
4834,0.009708,0.007542,-0.002166
4835,0.007708,0.007416,-0.000292
4836,0.008041,0.007666,-0.000375
4837,0.007625,0.007333,-0.000292
4838,0.009541,0.007375,-0.002166
4839,0.00925,0.007292,-0.001958
4840,0.009833,0.00725,-0.002583
4841,0.010042,0.007208,-0.002834
4842,0.008625,0.007375,-0.00125
4843,0.010125,0.007208,-0.002917
4844,0.0105,0.007541,-0.002959
4845,0.010167,0.007166,-0.003001
4846,0.010041,0.007333,-0.002708
4847,0.008958,0.007292,-0.001666
4848,0.01075,0.007292,-0.003458
4849,0.0105,0.007292,-0.003208
4850,0.01,0.00725,-0.00275
4851,0.007916,0.00725,-0.000666
4852,0.008208,0.0075,-0.000708
4853,0.008,0.00725,-0.00075
4854,0.008083,0.007375,-0.000708
4855,0.0075,0.007208,-0.000292
4856,0.007667,0.007334,-0.000333
4857,0.007292,0.007333,4.1e-05
4858,0.007208,0.007416,0.000208
4859,0.00725,0.007333,8.3e-05
4860,0.00725,0.007334,8.4e-05
4861,0.007208,0.007292,8.4e-05
4862,0.007375,0.007333,-4.2e-05
4863,0.00725,0.007333,8.3e-05
4864,0.007292,0.007375,8.3e-05
4865,0.007334,0.007333,-1e-06
4866,0.007416,0.007375,-4.1e-05
4867,0.007292,0.007291,-1e-06
4868,0.0075,0.007541,4.1e-05
4869,0.00725,0.007208,-4.2e-05
4870,0.007292,0.007291,-1e-06
4871,0.007292,0.007166,-0.000126
4872,0.00725,0.007333,8.3e-05
4873,0.007292,0.007209,-8.3e-05
4874,0.007292,0.007333,4.1e-05
4875,0.00725,0.007333,8.3e-05
4876,0.007291,0.007458,0.000167
4877,0.007333,0.007333,0.0
4878,0.007333,0.007334,1e-06
4879,0.007375,0.007417,4.2e-05
4880,0.007292,0.007292,-0.0
4881,0.007208,0.009417,0.002209
4882,0.00725,0.009708,0.002458
4883,0.007208,0.009833,0.002625
4884,0.008583,0.009708,0.001125
4885,0.007375,0.008125,0.00075
4886,0.008333,0.007333,-0.001
4887,0.009792,0.007333,-0.002459
4888,0.008709,0.007292,-0.001417
4889,0.007417,0.007834,0.000417
4890,0.007625,0.009458,0.001833
4891,0.007459,0.009667,0.002208
4892,0.009708,0.009708,0.0
4893,0.010042,0.009375,-0.000667
4894,0.008667,0.007375,-0.001292
4895,0.007875,0.00725,-0.000625
4896,0.00775,0.007375,-0.000375
4897,0.007833,0.007542,-0.000291
4898,0.010958,0.009375,-0.001583
4899,0.007875,0.009417,0.001542
4900,0.008,0.00825,0.00025
4901,0.029125,0.00725,-0.021875
4902,0.012709,0.007292,-0.005417
4903,0.011791,0.007292,-0.004499
4904,0.008542,0.007208,-0.001334
4905,0.008167,0.00725,-0.000917
4906,0.007875,0.007875,0.0
4907,0.01775,0.007,-0.01075
4908,0.008292,0.007,-0.001292
4909,0.008042,0.006917,-0.001125
4910,0.008167,0.006958,-0.001209
4911,0.007875,0.007042,-0.000833
4912,0.008,0.007042,-0.000958
4913,0.027542,0.007084,-0.020458
4914,0.010666,0.007042,-0.003624
4915,0.010667,0.007042,-0.003625
4916,0.015542,0.007292,-0.00825
4917,0.008292,0.007042,-0.00125
4918,0.007958,0.007208,-0.00075
4919,0.007958,0.007209,-0.000749
4920,0.007708,0.007042,-0.000666
4921,0.007917,0.007042,-0.000875
4922,0.007625,0.007083,-0.000542
4923,0.007791,0.00775,-4.1e-05
4924,0.007708,0.009834,0.002126
4925,0.007709,0.009458,0.001749
4926,0.00775,0.0095,0.00175
4927,0.007958,0.009417,0.001459
4928,0.007708,0.007042,-0.000666
4929,0.007708,0.006917,-0.000791
4930,0.007709,0.007042,-0.000667
4931,0.007708,0.007084,-0.000624
4932,0.007916,0.007167,-0.000749
4933,0.007833,0.007125,-0.000708
4934,0.007792,0.007,-0.000792
4935,0.007959,0.007,-0.000959
4936,0.007584,0.007708,0.000124
4937,0.007583,0.009667,0.002084
4938,0.01,0.009334,-0.000666
4939,0.010458,0.007375,-0.003083
4940,0.007833,0.016292,0.008459
4941,0.007917,0.008042,0.000125
4942,0.007792,0.007625,-0.000167
4943,0.007667,0.00725,-0.000417
4944,0.008208,0.007084,-0.001124
4945,0.007708,0.00725,-0.000458
4946,0.00775,0.007042,-0.000708
4947,0.007917,0.007333,-0.000584
4948,0.008042,0.010084,0.002042
4949,0.008,0.009542,0.001542
4950,0.00775,0.007333,-0.000417
4951,0.007875,0.007208,-0.000667
4952,0.007709,0.007417,-0.000292
4953,0.007875,0.007125,-0.00075
4954,0.008,0.0075,-0.0005
4955,0.00775,0.007583,-0.000167
4956,0.007958,0.007,-0.000958
4957,0.008,0.007084,-0.000916
4958,0.007791,0.010833,0.003042
4959,0.00775,0.01,0.00225
4960,0.007625,0.009083,0.001458
4961,0.007792,0.00775,-4.2e-05
4962,0.007625,0.008083,0.000458
4963,0.00775,0.007083,-0.000667
4964,0.007875,0.007333,-0.000542
4965,0.007583,0.007084,-0.000499
4966,0.007708,0.00725,-0.000458
4967,0.00775,0.007083,-0.000667
4968,0.007667,0.007125,-0.000542
4969,0.007709,0.007083,-0.000626
4970,0.007625,0.007125,-0.0005
4971,0.008,0.007166,-0.000834
4972,0.007792,0.007083,-0.000709
4973,0.007583,0.007125,-0.000458
4974,0.007666,0.007125,-0.000541
4975,0.007583,0.007042,-0.000541
4976,0.007667,0.007,-0.000667
4977,0.007584,0.007042,-0.000542
4978,0.007583,0.007,-0.000583
4979,0.007708,0.007041,-0.000667
4980,0.007917,0.007291,-0.000626
4981,0.007875,0.006916,-0.000959
4982,0.00775,0.006958,-0.000792
4983,0.007708,0.007083,-0.000625
4984,0.007583,0.007,-0.000583
4985,0.007667,0.007041,-0.000626
4986,0.007792,0.007125,-0.000667
4987,0.007834,0.007292,-0.000542
4988,0.007583,0.007208,-0.000375
4989,0.007708,0.007166,-0.000542
4990,0.007875,0.007208,-0.000667
4991,0.007666,0.008125,0.000459
4992,0.007666,0.009875,0.002209
4993,0.007708,0.009042,0.001334
4994,0.007709,0.007458,-0.000251
4995,0.00775,0.007541,-0.000209
4996,0.007917,0.007666,-0.000251
4997,0.007583,0.007333,-0.00025
4998,0.007584,0.007334,-0.00025
4999,0.007625,0.007209,-0.000416
5000,0.007583,0.007208,-0.000375
5001,0.007709,0.007334,-0.000375
5002,0.00775,0.007542,-0.000208
5003,0.007792,0.007292,-0.0005
5004,0.007625,0.007417,-0.000208
5005,0.007875,0.007417,-0.000458
5006,0.00775,0.0075,-0.00025
5007,0.007625,0.009667,0.002042
5008,0.00775,0.009459,0.001709
5009,0.007667,0.009667,0.002
5010,0.007667,0.00975,0.002083
5011,0.00775,0.009708,0.001958
5012,0.010375,0.009625,-0.00075
5013,0.007875,0.009584,0.001709
5014,0.007625,0.00975,0.002125
5015,0.007625,0.009375,0.00175
5016,0.007708,0.009458,0.00175
5017,0.007625,0.009584,0.001959
5018,0.007708,0.00975,0.002042
5019,0.00775,0.008167,0.000417
5020,0.007666,0.007042,-0.000624
5021,0.007625,0.008458,0.000833
5022,0.007708,0.010041,0.002333
5023,0.007625,0.009792,0.002167
5024,0.007542,0.009625,0.002083
5025,0.007667,0.0095,0.001833
5026,0.00775,0.009,0.00125
5027,0.007917,0.008292,0.000375
5028,0.016,0.007042,-0.008958
5029,0.007917,0.006792,-0.001125
5030,0.007709,0.006958,-0.000751
5031,0.007583,0.006916,-0.000667
5032,0.007667,0.007208,-0.000459
5033,0.007708,0.006875,-0.000833
5034,0.007583,0.006875,-0.000708
5035,0.007542,0.006833,-0.000709
5036,0.007709,0.006791,-0.000918
5037,0.007625,0.006875,-0.00075
5038,0.00775,0.00675,-0.001
5039,0.007625,0.007,-0.000625
5040,0.0075,0.00675,-0.00075
5041,0.007667,0.006875,-0.000792
5042,0.007708,0.007,-0.000708
5043,0.007625,0.006791,-0.000834
5044,0.007958,0.007,-0.000958
5045,0.007541,0.006833,-0.000708
5046,0.007583,0.007,-0.000583
5047,0.007709,0.006917,-0.000792
5048,0.007542,0.006792,-0.00075
5049,0.007459,0.006792,-0.000667
5050,0.007875,0.007042,-0.000833
5051,0.007542,0.006792,-0.00075
5052,0.007584,0.006709,-0.000875
5053,0.007542,0.00675,-0.000792
5054,0.007542,0.006834,-0.000708
5055,0.007625,0.006708,-0.000917
5056,0.007792,0.006875,-0.000917
5057,0.007542,0.00675,-0.000792
5058,0.007584,0.00675,-0.000834
5059,0.007542,0.006875,-0.000667
5060,0.007958,0.007167,-0.000791
5061,0.00775,0.006834,-0.000916
5062,0.007666,0.006916,-0.00075
5063,0.007958,0.00675,-0.001208
5064,0.007625,0.006917,-0.000708
5065,0.007667,0.006833,-0.000834
5066,0.0075,0.006833,-0.000667
5067,0.007667,0.006834,-0.000833
5068,0.007542,0.006792,-0.00075
5069,0.007583,0.013125,0.005542
5070,0.007791,0.007167,-0.000624
5071,0.007625,0.007084,-0.000541
5072,0.007875,0.006875,-0.001
5073,0.007958,0.006917,-0.001041
5074,0.00775,0.006875,-0.000875
5075,0.007667,0.006833,-0.000834
5076,0.00775,0.007208,-0.000542
5077,0.007791,0.006834,-0.000957
5078,0.007708,0.007,-0.000708
5079,0.007917,0.007,-0.000917
5080,0.007333,0.006917,-0.000416
5081,0.007417,0.006834,-0.000583
5082,0.007375,0.007042,-0.000333
5083,0.009291,0.006792,-0.002499
5084,0.009917,0.008375,-0.001542
5085,0.008833,0.007042,-0.001791
5086,0.0075,0.006875,-0.000625
5087,0.007875,0.007083,-0.000792
5088,0.007666,0.006916,-0.00075
5089,0.007541,0.007083,-0.000458
5090,0.00775,0.006833,-0.000917
5091,0.0075,0.006833,-0.000667
5092,0.007833,0.007042,-0.000791
5093,0.007625,0.006834,-0.000791
5094,0.0075,0.006916,-0.000584
5095,0.007625,0.006958,-0.000667
5096,0.007542,0.009125,0.001583
5097,0.007583,0.009083,0.0015
5098,0.007625,0.007416,-0.000209
5099,0.007625,0.007,-0.000625
5100,0.007542,0.006917,-0.000625
5101,0.007625,0.007,-0.000625
5102,0.007666,0.00775,8.4e-05
5103,0.008041,0.009667,0.001626
5104,0.007958,0.009417,0.001459
5105,0.00775,0.00925,0.0015
5106,0.007583,0.009875,0.002292
5107,0.00775,0.007375,-0.000375
5108,0.007833,0.007,-0.000833
5109,0.007792,0.006834,-0.000958
5110,0.014875,0.007,-0.007875
5111,0.008292,0.006834,-0.001458
5112,0.008,0.006875,-0.001125
5113,0.007958,0.006792,-0.001166
5114,0.007625,0.006792,-0.000833
5115,0.007625,0.006792,-0.000833
5116,0.007667,0.006667,-0.001
5117,0.007667,0.00675,-0.000917
5118,0.007625,0.00675,-0.000875
5119,0.010042,0.006708,-0.003334
5120,0.012583,0.006708,-0.005875
5121,0.018375,0.00675,-0.011625
5122,0.020833,0.006833,-0.014
5123,0.009708,0.00675,-0.002958
5124,0.008958,0.007125,-0.001833
5125,0.008625,0.00675,-0.001875
5126,0.008209,0.006708,-0.001501
5127,0.008167,0.006833,-0.001334
5128,0.008292,0.006792,-0.0015
5129,0.008042,0.006834,-0.001208
5130,0.008125,0.006833,-0.001292
5131,0.008042,0.00675,-0.001292
5132,0.007958,0.006833,-0.001125
5133,0.008083,0.006833,-0.00125
5134,0.008417,0.006875,-0.001542
5135,0.007917,0.007083,-0.000834
5136,0.00775,0.006791,-0.000959
5137,0.007708,0.006791,-0.000917
5138,0.007584,0.00675,-0.000834
5139,0.00775,0.006708,-0.001042
5140,0.0095,0.006917,-0.002583
5141,0.007958,0.00675,-0.001208
5142,0.007709,0.006792,-0.000917
5143,0.007667,0.006709,-0.000958
5144,0.007708,0.006833,-0.000875
5145,0.007583,0.006791,-0.000792
5146,0.007584,0.006833,-0.000751
5147,0.015166,0.006875,-0.008291
5148,0.007834,0.006875,-0.000959
5149,0.007833,0.006792,-0.001041
5150,0.00775,0.006792,-0.000958
5151,0.007709,0.006792,-0.000917
5152,0.007625,0.006792,-0.000833
5153,0.008125,0.006834,-0.001291
5154,0.010583,0.006833,-0.00375
5155,0.009667,0.006875,-0.002792
5156,0.008166,0.007208,-0.000958
5157,0.008,0.006833,-0.001167
5158,0.007958,0.006875,-0.001083
5159,0.008583,0.006833,-0.00175
5160,0.008292,0.007,-0.001292
5161,0.008125,0.006833,-0.001292
5162,0.008,0.00675,-0.00125
5163,0.009417,0.006875,-0.002542
5164,0.010958,0.006833,-0.004125
5165,0.009584,0.00675,-0.002834
5166,0.008084,0.006792,-0.001292
5167,0.008167,0.00675,-0.001417
5168,0.008292,0.006875,-0.001417
5169,0.007792,0.00675,-0.001042
5170,0.044,0.006917,-0.037083
5171,0.009417,0.00675,-0.002667
5172,0.008833,0.007,-0.001833
5173,0.00875,0.006792,-0.001958
5174,0.01075,0.006833,-0.003917
5175,0.01075,0.006791,-0.003959
5176,0.010334,0.00675,-0.003584
5177,0.008291,0.006708,-0.001583
5178,0.010416,0.006792,-0.003624
5179,0.008041,0.00675,-0.001291
5180,0.007916,0.006916,-0.001
5181,0.00875,0.006791,-0.001959
5182,0.010541,0.006833,-0.003708
5183,0.025917,0.006792,-0.019125
5184,0.008875,0.006833,-0.002042
5185,0.007792,0.006834,-0.000958
5186,0.007875,0.00675,-0.001125
5187,0.00775,0.006834,-0.000916
5188,0.009292,0.007,-0.002292
5189,0.008208,0.006792,-0.001416
5190,0.007958,0.006792,-0.001166
5191,0.008042,0.006709,-0.001333
5192,0.008042,0.006833,-0.001209
5193,0.007833,0.006833,-0.001
5194,0.008042,0.006917,-0.001125
5195,0.007709,0.00675,-0.000959
5196,0.007958,0.00675,-0.001208
5197,0.007708,0.006875,-0.000833
5198,0.00775,0.00675,-0.001
5199,0.007666,0.00675,-0.000916
5200,0.007666,0.006792,-0.000874
5201,0.007833,0.00675,-0.001083
5202,0.007959,0.006833,-0.001126
5203,0.007458,0.00675,-0.000708
5204,0.007666,0.006958,-0.000708
5205,0.007375,0.006792,-0.000583
5206,0.007542,0.00675,-0.000792
5207,0.007417,0.006709,-0.000708
5208,0.007458,0.00675,-0.000708
5209,0.0075,0.006834,-0.000666
5210,0.007542,0.007625,8.3e-05
5211,0.007458,0.00675,-0.000708
5212,0.0075,0.008,0.0005
5213,0.007583,0.007042,-0.000541
5214,0.007458,0.00675,-0.000708
5215,0.007375,0.006791,-0.000584
5216,0.007333,0.006833,-0.0005
5217,0.007375,0.006834,-0.000541
5218,0.007458,0.006792,-0.000666
5219,0.0075,0.006875,-0.000625
5220,0.007625,0.007,-0.000625
5221,0.007417,0.006833,-0.000584
5222,0.007458,0.006875,-0.000583
5223,0.007584,0.006833,-0.000751
5224,0.007667,0.006834,-0.000833
5225,0.007458,0.006833,-0.000625
5226,0.007458,0.006833,-0.000625
5227,0.007417,0.006833,-0.000584
5228,0.007375,0.006875,-0.0005
5229,0.0075,0.006875,-0.000625
5230,0.0115,0.008,-0.0035
5231,0.010667,0.006917,-0.00375
5232,0.009291,0.00675,-0.002541
5233,0.007958,0.00675,-0.001208
5234,0.008125,0.006791,-0.001334
5235,0.008042,0.006791,-0.001251
5236,0.008167,0.007041,-0.001126
5237,0.00775,0.006791,-0.000959
5238,0.007958,0.006708,-0.00125
5239,0.007917,0.006792,-0.001125
5240,0.007792,0.006917,-0.000875
5241,0.007792,0.00675,-0.001042
5242,0.007834,0.006833,-0.001001
5243,0.008208,0.006791,-0.001417
5244,0.008667,0.006792,-0.001875
5245,0.008209,0.006708,-0.001501
5246,0.007708,0.00675,-0.000958
5247,0.008125,0.006791,-0.001334
5248,0.007792,0.006708,-0.001084
5249,0.009958,0.006709,-0.003249
5250,0.008084,0.006792,-0.001292
5251,0.007875,0.00675,-0.001125
5252,0.00825,0.007125,-0.001125
5253,0.007916,0.006833,-0.001083
5254,0.007833,0.006875,-0.000958
5255,0.008084,0.006792,-0.001292
5256,0.008125,0.006833,-0.001292
5257,0.00775,0.00675,-0.001
5258,0.007875,0.006833,-0.001042
5259,0.00775,0.006833,-0.000917
5260,0.01525,0.007,-0.00825
5261,0.007708,0.006833,-0.000875
5262,0.007792,0.006916,-0.000876
5263,0.007459,0.006916,-0.000543
5264,0.007333,0.006958,-0.000375
5265,0.007459,0.006709,-0.00075
5266,0.007458,0.006708,-0.00075
5267,0.0075,0.006708,-0.000792
5268,0.010375,0.006959,-0.003416
5269,0.007916,0.006791,-0.001125
5270,0.008125,0.00675,-0.001375
5271,0.0075,0.006792,-0.000708
5272,0.007625,0.006667,-0.000958
5273,0.007583,0.006708,-0.000875
5274,0.007542,0.006833,-0.000709
5275,0.007417,0.00675,-0.000667
5276,0.007583,0.006708,-0.000875
5277,0.0075,0.006708,-0.000792
5278,0.007458,0.006792,-0.000666
5279,0.007458,0.00675,-0.000708
5280,0.007334,0.006708,-0.000626
5281,0.007458,0.006709,-0.000749
5282,0.007375,0.006792,-0.000583
5283,0.007417,0.006709,-0.000708
5284,0.007792,0.007,-0.000792
5285,0.007333,0.006708,-0.000625
5286,0.007458,0.006834,-0.000624
5287,0.007417,0.00675,-0.000667
5288,0.007375,0.006667,-0.000708
5289,0.007458,0.006792,-0.000666
5290,0.007291,0.006709,-0.000582
5291,0.007375,0.006833,-0.000542
5292,0.00725,0.006875,-0.000375
5293,0.007334,0.006875,-0.000459
5294,0.007417,0.006709,-0.000708
5295,0.007417,0.006917,-0.0005
5296,0.0075,0.00675,-0.00075
5297,0.007333,0.006833,-0.0005
5298,0.007375,0.006917,-0.000458
5299,0.007291,0.006916,-0.000375
5300,0.007583,0.00725,-0.000333
5301,0.0075,0.006709,-0.000791
5302,0.007458,0.00675,-0.000708
5303,0.007459,0.006792,-0.000667
5304,0.007584,0.006792,-0.000792
5305,0.007375,0.006875,-0.0005
5306,0.007292,0.00675,-0.000542
5307,0.007459,0.006792,-0.000667
5308,0.007375,0.006833,-0.000542
5309,0.007459,0.006833,-0.000626
5310,0.007542,0.006833,-0.000709
5311,0.007417,0.006834,-0.000583
5312,0.007458,0.006917,-0.000541
5313,0.007375,0.006917,-0.000458
5314,0.007417,0.006833,-0.000584
5315,0.007458,0.006791,-0.000667
5316,0.007667,0.007,-0.000667
5317,0.007333,0.006708,-0.000625
5318,0.007291,0.006792,-0.000499
5319,0.007291,0.006833,-0.000458
5320,0.007292,0.00675,-0.000542
5321,0.007292,0.006708,-0.000584
5322,0.0075,0.006791,-0.000709
5323,0.007375,0.006708,-0.000667
5324,0.007416,0.00675,-0.000666
5325,0.007333,0.006708,-0.000625
5326,0.007375,0.00675,-0.000625
5327,0.007333,0.006666,-0.000667
5328,0.007459,0.006791,-0.000668
5329,0.007667,0.006791,-0.000876
5330,0.007333,0.00675,-0.000583
5331,0.007291,0.006792,-0.000499
5332,0.007791,0.007042,-0.000749
5333,0.007458,0.006792,-0.000666
5334,0.007417,0.006708,-0.000709
5335,0.007459,0.006709,-0.00075
5336,0.007459,0.006792,-0.000667
5337,0.007417,0.00675,-0.000667
5338,0.007458,0.006833,-0.000625
5339,0.007458,0.00675,-0.000708
5340,0.007459,0.007583,0.000124
5341,0.0075,0.007084,-0.000416
5342,0.0075,0.007042,-0.000458
5343,0.007458,0.006917,-0.000541
5344,0.0075,0.007,-0.0005
5345,0.007416,0.007083,-0.000333
5346,0.0075,0.006833,-0.000667
5347,0.007333,0.007,-0.000333
5348,0.00775,0.007083,-0.000667
5349,0.007375,0.00675,-0.000625
5350,0.007375,0.006833,-0.000542
5351,0.0075,0.006917,-0.000583
5352,0.007417,0.007,-0.000417
5353,0.007458,0.012625,0.005167
5354,0.007375,0.007041,-0.000334
5355,0.007416,0.006916,-0.0005
5356,0.007375,0.006916,-0.000459
5357,0.007375,0.006916,-0.000459
5358,0.007459,0.00675,-0.000709
5359,0.007417,0.006708,-0.000709
5360,0.007458,0.006875,-0.000583
5361,0.007333,0.006792,-0.000541
5362,0.007417,0.006875,-0.000542
5363,0.0075,0.006834,-0.000666
5364,0.007541,0.007083,-0.000458
5365,0.007375,0.006833,-0.000542
5366,0.007292,0.007625,0.000333
5367,0.007375,0.006833,-0.000542
5368,0.007292,0.007,-0.000292
5369,0.007375,0.007334,-4.1e-05
5370,0.007375,0.006916,-0.000459
5371,0.007375,0.006792,-0.000583
5372,0.007416,0.007,-0.000416
5373,0.007375,0.00675,-0.000625
5374,0.007375,0.007,-0.000375
5375,0.007334,0.006917,-0.000417
5376,0.007375,0.00675,-0.000625
5377,0.007292,0.006833,-0.000459
5378,0.007334,0.006917,-0.000417
5379,0.007375,0.006917,-0.000458
5380,0.007625,0.007084,-0.000541
5381,0.007375,0.009083,0.001708
